Date,Sector,Price,Volume,%Change,Volatility,
44579,Consumer Discretionary,1516.225,83.276,1.8390778,0.001006963,
44575,Consumer Discretionary,1545.8979,78.291,1.9570248,0.000834011,
44574,Consumer Discretionary,1552.86,76.422,0.4503596,0.010653732,
44573,Consumer Discretionary,1585.806,69.066,2.1216336,0.011817692,
44572,Consumer Discretionary,1575.817,73.359,-0.6299005,0.019456284,
44571,Consumer Discretionary,1559.681,85.555,-1.0239768,0.00278654,
44568,Consumer Discretionary,1569.017,71.523,0.5985839,0.011473237,
44567,Consumer Discretionary,1595.358,73.89,1.6788218,0.007638435,
44566,Consumer Discretionary,1600.6071,89.528,0.3290233,0.009544517,
44565,Consumer Discretionary,1644.072,92.693,2.7155259,0.016875121,
44564,Consumer Discretionary,1655.167,67.399,0.6748488,0.014429766,
44561,Consumer Discretionary,1610.756,48.569,-2.6831734,0.023744802,
44560,Consumer Discretionary,1615.42,47.166,0.2895535,0.021020353,
44559,Consumer Discretionary,1621.5601,42.219,0.3800931,0.000640212,
44558,Consumer Discretionary,1619.3361,47.007,-0.1371519,0.003657474,
44557,Consumer Discretionary,1617.447,50.449,-0.1166589,0.000144907,
44553,Consumer Discretionary,1604.0959,52.258,-0.8254428,0.005011859,
44552,Consumer Discretionary,1584.4,60.092,-1.2278505,0.002845452,
44551,Consumer Discretionary,1557.447,73.598,-1.7011487,0.003346723,
44550,Consumer Discretionary,1519.533,79.577,-2.4343686,0.005184647,
44547,Consumer Discretionary,1545.062,232.036,1.6800556,0.029093373,
44546,Consumer Discretionary,1552.636,85.643,0.4902069,0.008413501,
44545,Consumer Discretionary,1588.047,76.553,2.280702,0.012660712,
44544,Consumer Discretionary,1565.8,84.112,-1.4009031,0.026032879,
44543,Consumer Discretionary,1574.998,79.023,0.5874313,0.014059648,
44540,Consumer Discretionary,1614.444,69.823,2.5045111,0.013555801,
44539,Consumer Discretionary,1606.7209,56.771,-0.4783752,0.021092192,
44538,Consumer Discretionary,1634.45,68.019,1.7258193,0.015586009,
44537,Consumer Discretionary,1629.913,77.41,-0.2775857,0.014166213,
44536,Consumer Discretionary,1592.343,84.317,-2.305031,0.014336203,
44533,Consumer Discretionary,1574.7371,90.194,-1.10566,0.008480834,
44532,Consumer Discretionary,1604.236,93.908,1.8732587,0.021064136,
44531,Consumer Discretionary,1585.725,94.058,-1.1538826,0.021405122,
44530,Consumer Discretionary,1615.832,148.475,1.8986268,0.021584501,
44529,Consumer Discretionary,1639.09,78.619,1.4393823,0.003247349,
44526,Consumer Discretionary,1612.87,64.93,-1.5996681,0.021489332,
44524,Consumer Discretionary,1656.615,71.121,2.7122459,0.030489836,
44523,Consumer Discretionary,1653.962,71.878,-0.1601458,0.020310877,
44522,Consumer Discretionary,1664.422,78.84,0.6324208,0.005604293,
44519,Consumer Discretionary,1673.266,69.644,0.5313556,0.000714639,
44518,Consumer Discretionary,1667.6169,73.008,-0.3376092,0.006144509,
44517,Consumer Discretionary,1643.1379,65.56,-1.4679031,0.007992385,
44516,Consumer Discretionary,1633.554,63.159,-0.5832681,0.006255314,
44515,Consumer Discretionary,1611.3879,63.2,-1.3569248,0.005470579,
44512,Consumer Discretionary,1611.823,64.773,0.0270016,0.009785837,
44511,Consumer Discretionary,1604.618,57.238,-0.4470094,0.003351764,
44510,Consumer Discretionary,1608.694,82.823,0.2540168,0.004957004,
44509,Consumer Discretionary,1619.712,77.746,0.6849034,0.003046828,
44508,Consumer Discretionary,1641.8831,73.678,1.3688298,0.00483609,
44505,Consumer Discretionary,1664.886,82.163,1.4010072,0.000227529,
44504,Consumer Discretionary,1652.453,80.98,-0.7467779,0.015187134,
44503,Consumer Discretionary,1628.223,70.221,-1.4663049,0.005087825,
44502,Consumer Discretionary,1598.807,78.494,-1.8066321,0.002406477,
44501,Consumer Discretionary,1608.799,76.349,0.624966,0.017193995,
44498,Consumer Discretionary,1585.719,83.658,-1.4346105,0.014563405,
44497,Consumer Discretionary,1586.113,79.005,0.0248468,0.010319922,
44496,Consumer Discretionary,1564.728,63.239,-1.3482646,0.009709364,
44495,Consumer Discretionary,1560.964,63.738,-0.240553,0.007832704,
44494,Consumer Discretionary,1557.28,67.594,-0.236008,3.21E-05,
44491,Consumer Discretionary,1525.0291,52.921,-2.0709763,0.012975185,
44490,Consumer Discretionary,1535.198,56.162,0.6668004,0.019359005,
44489,Consumer Discretionary,1514.23,58.026,-1.3658173,0.014372778,
44488,Consumer Discretionary,1516.531,51.85,0.1519584,0.010732295,
44487,Consumer Discretionary,1520.8979,58.263,0.2879532,0.000961629,
44484,Consumer Discretionary,1502.873,61.992,-1.1851486,0.010416403,
44483,Consumer Discretionary,1476.891,51.148,-1.7288221,0.003844352,
44482,Consumer Discretionary,1462.4771,58.121,-0.9759623,0.005323522,
44481,Consumer Discretionary,1454.243,64.844,-0.5630242,0.002919914,
44480,Consumer Discretionary,1444.377,52.262,-0.6784286,0.000816032,
44477,Consumer Discretionary,1451.368,60.86,0.4840149,0.008219717,
44476,Consumer Discretionary,1458.03,69.243,0.4590152,0.000176774,
44475,Consumer Discretionary,1436.469,65.418,-1.4787762,0.013702254,
44474,Consumer Discretionary,1430.489,64.486,-0.4162986,0.007512851,
44473,Consumer Discretionary,1423.171,72.309,-0.5115733,0.000673694,
44470,Consumer Discretionary,1438.512,68.671,1.077945,0.011239591,
44469,Consumer Discretionary,1429.686,87.546,-0.6135507,0.01196068,
44468,Consumer Discretionary,1450.9301,61.687,1.4859277,0.014845554,
44467,Consumer Discretionary,1450.275,71.798,-0.0451503,0.010826357,
44466,Consumer Discretionary,1479.9611,69.602,2.046929,0.014793235,
44463,Consumer Discretionary,1474.285,63.263,-0.3835304,0.017185943,
44462,Consumer Discretionary,1469.766,64.995,-0.3065215,0.000544535,
44461,Consumer Discretionary,1454.972,65.053,-1.0065548,0.004949983,
44460,Consumer Discretionary,1436.094,61.632,-1.297482,0.002057166,
44459,Consumer Discretionary,1434.897,85.61,-0.0833511,0.008585202,
44456,Consumer Discretionary,1469.689,169.874,2.4247037,0.017734625,
44455,Consumer Discretionary,1475.266,63.441,0.379468,0.014462,
44454,Consumer Discretionary,1468.74,74.465,-0.4423609,0.005811208,
44453,Consumer Discretionary,1459.127,60.981,-0.6545066,0.001500096,
44452,Consumer Discretionary,1463.9254,64.021,0.3288542,0.006953411,
44449,Consumer Discretionary,1461.865,52.03,-0.1407449,0.003320567,
44448,Consumer Discretionary,1470.2679,54.231,0.5748068,0.005059715,
44447,Consumer Discretionary,1474.3409,57.702,0.2770243,0.00210564,
44446,Consumer Discretionary,1472.041,59.78,-0.1559951,0.00306191,
44442,Consumer Discretionary,1466.709,48.799,-0.3622182,0.001458217,
44441,Consumer Discretionary,1466.604,52.773,-0.00715888,0.002510648,
44440,Consumer Discretionary,1467.665,54.439,0.072344,0.00056217,
44439,Consumer Discretionary,1468.089,79.146,0.0288894,0.00030727,
44438,Consumer Discretionary,1462.6071,51.371,-0.3734038,0.002844643,
44435,Consumer Discretionary,1449.28,53.584,-0.911188,0.003802708,
44434,Consumer Discretionary,1436.335,60.341,-0.8932021,0.000127179,
44433,Consumer Discretionary,1446.913,53.344,0.7364577,0.011523435,
44432,Consumer Discretionary,1442.3929,62.701,-0.3123961,0.007416517,
44431,Consumer Discretionary,1431.479,63.76,-0.7566524,0.003141366,
44428,Consumer Discretionary,1412.338,58.681,-1.3371485,0.004104728,
44427,Consumer Discretionary,1399.309,64.992,-0.9225129,0.002931917,
44426,Consumer Discretionary,1408.079,57.299,0.6267379,0.010954857,
44425,Consumer Discretionary,1406.035,65.02,-0.1451623,0.005458159,
44424,Consumer Discretionary,1439.244,55.979,2.36189,0.017727537,
44421,Consumer Discretionary,1444.701,46.836,0.3791574,0.014020037,
44420,Consumer Discretionary,1448.942,50.889,0.2935556,0.000605296,
44419,Consumer Discretionary,1447.528,53.698,-0.0975884,0.002765806,
44418,Consumer Discretionary,1445.761,49.764,-0.1220702,0.000173112,
44417,Consumer Discretionary,1442.149,53.903,-0.2498338,0.000903425,
44414,Consumer Discretionary,1444.085,57.547,0.1342441,0.002715841,
44413,Consumer Discretionary,1454.774,67.647,0.7401919,0.004284698,
44412,Consumer Discretionary,1441.603,76.282,-0.905364,0.011635837,
44411,Consumer Discretionary,1453.855,71.736,0.8498872,0.012411501,
44410,Consumer Discretionary,1442.733,69.585,-0.7650006,0.011418982,
44407,Consumer Discretionary,1438.7061,85.889,-0.2791161,0.003435723,
44406,Consumer Discretionary,1479.771,68.022,2.8542939,0.022156554,
44405,Consumer Discretionary,1467.373,57.815,-0.8378323,0.026107275,
44404,Consumer Discretionary,1470.718,62.452,0.2279584,0.007536279,
44403,Consumer Discretionary,1487.957,59.039,1.1721486,0.006676433,
44400,Consumer Discretionary,1476.615,51.822,-0.7622532,0.013678286,
44399,Consumer Discretionary,1464.1,52.28,-0.8475466,0.000603115,
44398,Consumer Discretionary,1455.629,63.986,-0.5785807,0.001901876,
44397,Consumer Discretionary,1443.899,74.305,-0.8058372,0.001606946,
44396,Consumer Discretionary,1419.468,91.538,-1.6920159,0.006266229,
44393,Consumer Discretionary,1435.667,67.457,1.1412022,0.020033877,
44392,Consumer Discretionary,1453.8892,60.549,1.2692498,0.000905433,
44391,Consumer Discretionary,1463.265,54.384,0.6448772,0.004414981,
44390,Consumer Discretionary,1465.766,50.662,0.1709191,0.00335139,
44389,Consumer Discretionary,1483.202,57.225,1.1895487,0.007202798,
44386,Consumer Discretionary,1474.52,57.562,-0.5853552,0.012550466,
44385,Consumer Discretionary,1462.8979,68.756,-0.7881955,0.001434297,
44384,Consumer Discretionary,1464.222,66.245,0.0905121,0.006213401,
44383,Consumer Discretionary,1464.345,71.816,0.00840037,0.000580618,
44379,Consumer Discretionary,1453.51,52.073,-0.7399213,0.005291433,
44378,Consumer Discretionary,1438.005,58.373,-1.0667281,0.002310874,
44377,Consumer Discretionary,1431.8149,72.282,-0.4304644,0.004499064,
44376,Consumer Discretionary,1431.181,57.167,-0.0442725,0.002730789,
44375,Consumer Discretionary,1427.925,76.727,-0.2275044,0.001295645,
44372,Consumer Discretionary,1424.041,172.93,-0.2720031,0.000314653,
44371,Consumer Discretionary,1419.667,69.892,-0.3071541,0.000248555,
44370,Consumer Discretionary,1418.423,62.429,-0.0876262,0.001552297,
44369,Consumer Discretionary,1409.609,61.012,-0.6213943,0.003774311,
44368,Consumer Discretionary,1395.045,64.541,-1.0331943,0.002911866,
44365,Consumer Discretionary,1387.6639,142.958,-0.529094,0.003564527,
44364,Consumer Discretionary,1394.172,87.181,0.4689969,0.007057568,
44363,Consumer Discretionary,1385.814,69.497,-0.5994956,0.007555383,
44362,Consumer Discretionary,1383.588,55.302,-0.1606276,0.003103265,
44361,Consumer Discretionary,1390.1837,63.814,0.4767098,0.004506656,
44358,Consumer Discretionary,1388.5861,52.944,-0.1149201,0.004183455,
44357,Consumer Discretionary,1381.885,62.387,-0.4825844,0.00259978,
44356,Consumer Discretionary,1372.4611,54.122,-0.6819598,0.001409797,
44355,Consumer Discretionary,1378.832,63.76,0.4641953,0.00810454,
44354,Consumer Discretionary,1365.691,59.28,-0.953053,0.010021459,
44351,Consumer Discretionary,1366.386,67.918,0.05089,0.007098949,
44350,Consumer Discretionary,1355.335,80.802,-0.8087759,0.006078755,
44349,Consumer Discretionary,1372.089,73.183,1.2361519,0.014459823,
44348,Consumer Discretionary,1377.6,71.293,0.4016503,0.005900818,
44344,Consumer Discretionary,1380.079,84.804,0.1799506,0.001567654,
44343,Consumer Discretionary,1383.222,161.723,0.2277406,0.000337926,
44342,Consumer Discretionary,1380.4449,93.966,-0.2007704,0.00303003,
44341,Consumer Discretionary,1368.168,73.013,-0.8893437,0.004868949,
44340,Consumer Discretionary,1363.705,73.419,-0.3262026,0.003982009,
44337,Consumer Discretionary,1349.993,96.633,-1.0054961,0.00480333,
44336,Consumer Discretionary,1357.974,76.547,0.5911883,0.011290263,
44335,Consumer Discretionary,1345.1541,81.279,-0.9440461,0.010855746,
44334,Consumer Discretionary,1355.282,70.411,0.7529175,0.011999344,
44333,Consumer Discretionary,1366.27,61.61,0.8107538,0.000408965,
44330,Consumer Discretionary,1366.6949,64.265,0.0310993,0.00551299,
44329,Consumer Discretionary,1342.55,71.66,-1.7666635,0.012712102,
44328,Consumer Discretionary,1333.3409,80.888,-0.6859409,0.007641863,
44327,Consumer Discretionary,1378.571,75.876,3.3922382,0.028837082,
44326,Consumer Discretionary,1391.392,69.601,0.930021,0.017410505,
44323,Consumer Discretionary,1419.1071,64.66,1.9918973,0.007508599,
44322,Consumer Discretionary,1407.908,77.289,-0.7891652,0.019665082,
44321,Consumer Discretionary,1403.426,67.24,-0.3183447,0.003329204,
44320,Consumer Discretionary,1408.735,73.721,0.3782886,0.004925941,
44319,Consumer Discretionary,1426.396,67.565,1.2536779,0.006189938,
44316,Consumer Discretionary,1435.89,83.355,0.6655936,0.004158385,
44315,Consumer Discretionary,1431.564,96.936,-0.3012766,0.006836804,
44314,Consumer Discretionary,1429.9189,57.57,-0.1149163,0.001317766,
44313,Consumer Discretionary,1429.92,56.821,7.69E-05,0.000813125,
44312,Consumer Discretionary,1431.35,59.575,0.1000056,0.000706602,
44309,Consumer Discretionary,1422.496,55.314,-0.6185769,0.005081145,
44308,Consumer Discretionary,1408.016,67.473,-1.017929,0.002823846,
44307,Consumer Discretionary,1424.564,62.815,1.1752707,0.015508264,
44306,Consumer Discretionary,1406.3669,70.081,-1.2773803,0.017342862,
44305,Consumer Discretionary,1423.774,60.734,1.2377353,0.017784553,
44302,Consumer Discretionary,1440.187,64.569,1.1527813,0.000600716,
44301,Consumer Discretionary,1429,54.994,-0.7767741,0.013644017,
44300,Consumer Discretionary,1417.166,60.391,-0.8281316,0.000363152,
44299,Consumer Discretionary,1434.002,62.549,1.1880048,0.014256237,
44298,Consumer Discretionary,1419.302,60.244,-1.0251032,0.015649036,
44295,Consumer Discretionary,1411.448,55.999,-0.5533706,0.003335653,
44294,Consumer Discretionary,1395.266,63.715,-1.1464822,0.004193932,
44293,Consumer Discretionary,1388.641,63.589,-0.4748199,0.00474937,
44292,Consumer Discretionary,1389.564,75.817,0.0664679,0.003827482,
44291,Consumer Discretionary,1384.996,76.468,-0.3287362,0.002794515,
44287,Consumer Discretionary,1354.131,61.849,-2.2285263,0.013433545,
44286,Consumer Discretionary,1340.915,82.006,-0.9759765,0.008856865,
44285,Consumer Discretionary,1329.929,62.037,-0.8192913,0.001107931,
44284,Consumer Discretionary,1320.005,64.872,-0.7462052,0.000516796,
44281,Consumer Discretionary,1325.3361,69.108,0.4038697,0.008132258,
44280,Consumer Discretionary,1314.785,76.368,-0.7961075,0.00848512,
44279,Consumer Discretionary,1307.1,75.314,-0.5845062,0.001496247,
44278,Consumer Discretionary,1327.233,77.603,1.54028,0.015024507,
44277,Consumer Discretionary,1336.809,86.918,0.721501,0.005789642,
44274,Consumer Discretionary,1328.1591,207.291,-0.6470558,0.009677158,
44273,Consumer Discretionary,1317.662,78.917,-0.7903496,0.00101324,
44272,Consumer Discretionary,1352.819,84.372,2.6681349,0.024455179,
44271,Consumer Discretionary,1334.0699,79.964,-1.3859282,0.028666555,
44270,Consumer Discretionary,1345.7581,73.686,0.876131,0.015995174,
44267,Consumer Discretionary,1330.131,70.877,-1.1612117,0.014406188,
44266,Consumer Discretionary,1328.749,67.104,-0.1038995,0.007476326,
44265,Consumer Discretionary,1308.342,78.788,-1.5358055,0.010125104,
44264,Consumer Discretionary,1303.319,82.559,-0.383921,0.008145053,
44263,Consumer Discretionary,1255.552,96.478,-3.6650275,0.023200927,
44260,Consumer Discretionary,1257.91,116.593,0.1878058,0.027243646,
44259,Consumer Discretionary,1248.922,103.139,-0.7145185,0.006380397,
44258,Consumer Discretionary,1274.677,83.878,2.0621784,0.019634212,
44257,Consumer Discretionary,1305.769,90.167,2.4392062,0.002665989,
44256,Consumer Discretionary,1322.6121,74.695,1.2898989,0.00812683,
44253,Consumer Discretionary,1294.468,112.513,-2.1279179,0.024167615,
44252,Consumer Discretionary,1287.057,90.34,-0.5725132,0.010998372,
44251,Consumer Discretionary,1335.2679,100.426,3.7458248,0.030535261,
44250,Consumer Discretionary,1325.4091,116.595,-0.7383387,0.031707824,
44249,Consumer Discretionary,1331.88,82.495,0.4882191,0.008673073,
44246,Consumer Discretionary,1361.1379,75.543,2.1967369,0.012081046,
44245,Consumer Discretionary,1373.248,56.902,0.8897041,0.009242118,
44244,Consumer Discretionary,1371.356,69.369,-0.1377756,0.007265378,
44243,Consumer Discretionary,1362.485,71.84,-0.646878,0.003599898,
44239,Consumer Discretionary,1368.5291,56.693,0.4436086,0.007710904,
44238,Consumer Discretionary,1366.1689,61.012,-0.1724625,0.00435628,
44237,Consumer Discretionary,1370.333,77.528,0.3048013,0.003374765,
44236,Consumer Discretionary,1383.366,67.278,0.9510827,0.0045699,
44235,Consumer Discretionary,1391.358,64.994,0.5777213,0.002640064,
44232,Consumer Discretionary,1385.9611,70.667,-0.3878872,0.006827883,
44231,Consumer Discretionary,1373.3781,73.096,-0.9078898,0.003676974,
44230,Consumer Discretionary,1360.276,69.607,-0.9540053,0.000326086,
44229,Consumer Discretionary,1370.755,74.822,0.7703584,0.012193093,
44228,Consumer Discretionary,1343.845,82.364,-1.9631517,0.019328835,
44225,Consumer Discretionary,1307.639,102.331,-2.6942095,0.00516936,
44224,Consumer Discretionary,1335.373,94.881,2.1209218,0.03404812,
44223,Consumer Discretionary,1330.203,104.307,-0.3871577,0.0177348,
44222,Consumer Discretionary,1373.121,64.077,3.2264248,0.025551887,
44221,Consumer Discretionary,1372.353,87.727,-0.055931,0.023209761,
44218,Consumer Discretionary,1368.1281,70.465,-0.3078581,0.001781394,
44217,Consumer Discretionary,1372.525,84.567,0.3213807,0.00444939,
44216,Consumer Discretionary,1364.995,80.28,-0.5486239,0.006151862,
44215,Consumer Discretionary,1334.812,79.07,-2.2112169,0.011756308,
44211,Consumer Discretionary,1327.14,97.041,-0.5747626,0.011571479,
44210,Consumer Discretionary,1337.229,85.528,0.7602062,0.009439655,
44209,Consumer Discretionary,1347.14,78.076,0.7411595,0.00013468,
44208,Consumer Discretionary,1344.381,92.271,-0.2048043,0.006688974,
44207,Consumer Discretionary,1326.9969,79.087,-1.2930933,0.007695365,
44204,Consumer Discretionary,1352.53,80.104,1.9241266,0.02274918,
44203,Consumer Discretionary,1328.6685,80.337,-1.7642123,0.026080494,
44202,Consumer Discretionary,1305.214,81.921,-1.7652635,7.43E-06,
44201,Consumer Discretionary,1298.6479,68.77,-0.5030669,0.008925078,
44200,Consumer Discretionary,1287.848,90.066,-0.8316265,0.002323267,
44196,Consumer Discretionary,1302.561,60.206,1.1424485,0.013958818,
44195,Consumer Discretionary,1302.757,50.369,0.0150473,0.00797193,
44194,Consumer Discretionary,1298.855,50.225,-0.2995186,0.002224317,
44193,Consumer Discretionary,1296.045,55.608,-0.2163444,0.000588131,
44189,Consumer Discretionary,1277.28,29.83,-1.4478664,0.008708176,
44188,Consumer Discretionary,1275.4041,60.87,-0.1468668,0.009199456,
44187,Consumer Discretionary,1274.467,69.137,-0.0734748,0.00051896,
44186,Consumer Discretionary,1279.1021,86.892,0.3636893,0.003091217,
44183,Consumer Discretionary,1289.04,231.372,0.7769435,0.002922148,
44182,Consumer Discretionary,1298.626,60.009,0.7436542,0.000235391,
44181,Consumer Discretionary,1292.525,66.016,-0.4698042,0.008580447,
44180,Consumer Discretionary,1278.835,68.159,-1.0591671,0.004167425,
44179,Consumer Discretionary,1265.54,80.372,-1.0396181,0.000138233,
44176,Consumer Discretionary,1259.807,62.292,-0.4530082,0.004147958,
44175,Consumer Discretionary,1263.447,66.518,0.2889331,0.005246318,
44174,Consumer Discretionary,1265.066,72.096,0.1281415,0.001136969,
44173,Consumer Discretionary,1271.604,56.375,0.516811,0.002748308,
44172,Consumer Discretionary,1272.177,57.919,0.0450612,0.003335775,
44169,Consumer Discretionary,1274.781,62.614,0.2046885,0.001128735,
44168,Consumer Discretionary,1276.47,65.422,0.1324933,0.000510497,
44167,Consumer Discretionary,1275.0179,60.423,-0.113759,0.001741267,
44166,Consumer Discretionary,1283.974,66.47,0.7024294,0.005771323,
44165,Consumer Discretionary,1271.425,141.977,-0.9773562,0.011877878,
44162,Consumer Discretionary,1280.15,34.706,0.6862379,0.011763387,
44160,Consumer Discretionary,1277.271,66.73,-0.2248955,0.006442686,
44159,Consumer Discretionary,1269.925,83.133,-0.5751325,0.002476549,
44158,Consumer Discretionary,1253.36,70.908,-1.3044077,0.005156755,
44155,Consumer Discretionary,1243.3101,78.666,-0.8018367,0.003553714,
44154,Consumer Discretionary,1249.676,69.845,0.5120122,0.009290315,
44153,Consumer Discretionary,1243.979,81.753,-0.4558782,0.006844019,
44152,Consumer Discretionary,1253.703,67.893,0.7816852,0.008750895,
44151,Consumer Discretionary,1257.53,92.107,0.3052557,0.003368865,
44148,Consumer Discretionary,1244.778,73.306,-1.0140514,0.00932891,
44147,Consumer Discretionary,1228.507,80.54,-1.3071407,0.002072455,
44146,Consumer Discretionary,1243.183,73.899,1.1946208,0.017690125,
44145,Consumer Discretionary,1224.782,105.844,-1.4801522,0.018913501,
44144,Consumer Discretionary,1238.561,151.903,1.1250165,0.018421324,
44141,Consumer Discretionary,1258.63,55.143,1.6203481,0.003502523,
44140,Consumer Discretionary,1262.051,66.134,0.2718035,0.009535651,
44139,Consumer Discretionary,1237.025,72.391,-1.9829627,0.015943604,
44138,Consumer Discretionary,1199.3805,63.451,-3.0431479,0.007496642,
44137,Consumer Discretionary,1175.5563,73.154,-1.9863755,0.007472509,
44134,Consumer Discretionary,1172.03,101.371,-0.2999686,0.011924697,
44133,Consumer Discretionary,1208.296,82.559,3.0942894,0.024001029,
44132,Consumer Discretionary,1197.422,82.994,-0.899945,0.028243503,
44131,Consumer Discretionary,1239.0601,56.805,3.4773121,0.030951882,
44130,Consumer Discretionary,1231.998,69.708,-0.5699562,0.028618509,
44127,Consumer Discretionary,1249.953,57.32,1.4573887,0.014335494,
44126,Consumer Discretionary,1238.942,67.606,-0.8809131,0.016534291,
44125,Consumer Discretionary,1238.339,55.962,-0.0486706,0.005884844,
44124,Consumer Discretionary,1246.186,61.312,0.6336714,0.004824886,
44123,Consumer Discretionary,1238.005,60.14,-0.6564831,0.00912277,
44120,Consumer Discretionary,1257.803,63.089,1.5991858,0.015949987,
44119,Consumer Discretionary,1270.299,52.358,0.9934783,0.004282999,
44118,Consumer Discretionary,1269.188,53.718,-0.0874597,0.007643386,
44117,Consumer Discretionary,1287.5649,62.279,1.4479258,0.010856815,
44116,Consumer Discretionary,1287.144,58.533,-0.0326896,0.010469532,
44113,Consumer Discretionary,1260.0811,59.96,-2.1025542,0.014636153,
44112,Consumer Discretionary,1241.469,58.847,-1.4770557,0.004422942,
44111,Consumer Discretionary,1235.99,55.969,-0.441332,0.007323673,
44110,Consumer Discretionary,1206.2371,73.453,-2.407212,0.013900871,
44109,Consumer Discretionary,1232.476,51.844,2.1752689,0.032403033,
44106,Consumer Discretionary,1213.095,60.724,-1.5725256,0.026500908,
44105,Consumer Discretionary,1226.005,65.048,1.06422,0.018644607,
44104,Consumer Discretionary,1207.693,82.011,-1.4936318,0.018086743,
44103,Consumer Discretionary,1199.705,46.481,-0.6614264,0.005884581,
44102,Consumer Discretionary,1209.205,59.432,0.7918613,0.010276296,
44099,Consumer Discretionary,1183.405,62.578,-2.1336333,0.020686371,
44098,Consumer Discretionary,1165.134,68.965,-1.5439347,0.004169799,
44097,Consumer Discretionary,1163.661,72.709,-0.1264232,0.010023319,
44096,Consumer Discretionary,1190.318,68.354,2.2907874,0.017092261,
44095,Consumer Discretionary,1156.13,87.257,-2.8721737,0.036507648,
44092,Consumer Discretionary,1168.9969,218.33,1.1129285,0.028178927,
44091,Consumer Discretionary,1186.126,80.327,1.4652819,0.002491515,
44090,Consumer Discretionary,1205.257,78.954,1.6128978,0.001043802,
44089,Consumer Discretionary,1217.637,76.235,1.0271668,0.004141743,
44088,Consumer Discretionary,1205.241,69.925,-1.0180374,0.014461778,
44085,Consumer Discretionary,1196.8879,74.859,-0.6930647,0.002297904,
44084,Consumer Discretionary,1200.679,78.493,0.3167465,0.007140443,
44083,Consumer Discretionary,1222.322,73.525,1.8025634,0.010506312,
44082,Consumer Discretionary,1194.6899,97.529,-2.2606236,0.028731071,
44078,Consumer Discretionary,1220.144,91.317,2.1306031,0.031050662,
44077,Consumer Discretionary,1237.574,97.555,1.4285199,0.004964478,
44076,Consumer Discretionary,1283.282,70.763,3.6933549,0.016014802,
44075,Consumer Discretionary,1267.62,61.989,-1.2204644,0.03474595,
44074,Consumer Discretionary,1253.913,82.54,-1.0813177,0.000983915,
44071,Consumer Discretionary,1251.823,69.188,-0.1666782,0.006467478,
44070,Consumer Discretionary,1245.666,69.1,-0.4918427,0.00229926,
44069,Consumer Discretionary,1254.671,58.269,0.7229065,0.008589574,
44068,Consumer Discretionary,1236.5551,61.812,-1.4438765,0.015321469,
44067,Consumer Discretionary,1230.037,77.549,-0.5271176,0.006482464,
44064,Consumer Discretionary,1214.2679,59.033,-1.2820021,0.005337839,
44063,Consumer Discretionary,1210.4449,57.93,-0.3148399,0.006838869,
44062,Consumer Discretionary,1208.7061,63.382,-0.1436497,0.001210498,
44061,Consumer Discretionary,1217.439,62.327,0.7224999,0.006124602,
44060,Consumer Discretionary,1199.92,67.567,-1.4390043,0.015284143,
44057,Consumer Discretionary,1185.6169,53.922,-1.1920045,0.001746553,
44056,Consumer Discretionary,1186.7629,53.723,0.0966585,0.009112224,
44055,Consumer Discretionary,1187.443,70.391,0.0573072,0.000278256,
44054,Consumer Discretionary,1167.9301,88.383,-1.6432705,0.0120249,
44053,Consumer Discretionary,1175.399,77.251,0.6394989,0.016141617,
44050,Consumer Discretionary,1167.406,60.354,-0.6800244,0.009330439,
44049,Consumer Discretionary,1170.85,64.691,0.295013,0.006894556,
44048,Consumer Discretionary,1165.043,69.565,-0.4959645,0.005593056,
44047,Consumer Discretionary,1148.913,62.239,-1.3844983,0.006282883,
44046,Consumer Discretionary,1139.533,67.188,-0.8164239,0.004016892,
44043,Consumer Discretionary,1145.811,117.308,0.5509274,0.009668634,
44042,Consumer Discretionary,1131.3669,62.48,-1.2606006,0.012809437,
44041,Consumer Discretionary,1130.213,71.3,-0.1019917,0.008192602,
44040,Consumer Discretionary,1118.412,61.853,-1.0441395,0.006661991,
44039,Consumer Discretionary,1132.306,72.32,1.2422971,0.016167548,
44036,Consumer Discretionary,1122.553,63.865,-0.8613396,0.014874958,
44035,Consumer Discretionary,1118.87,78.115,-0.3280914,0.003770634,
44034,Consumer Discretionary,1142.067,68.218,2.0732525,0.016980065,
44033,Consumer Discretionary,1138.339,74.48,-0.3264257,0.016968287,
44032,Consumer Discretionary,1142.473,73.819,0.3631607,0.004876112,
44029,Consumer Discretionary,1107.707,78.516,-3.0430478,0.024085532,
44028,Consumer Discretionary,1115.198,81.85,0.6762619,0.026299491,
44027,Consumer Discretionary,1118.2371,101.124,0.2725166,0.00285491,
44026,Consumer Discretionary,1113.072,83.361,-0.4618967,0.005193086,
44025,Consumer Discretionary,1106.464,86.874,-0.5936723,0.000931794,
44022,Consumer Discretionary,1125.916,72.318,1.7580328,0.016629066,
44021,Consumer Discretionary,1114.731,81.594,-0.9934134,0.019455662,
44020,Consumer Discretionary,1106.192,72.776,-0.7660144,0.001607953,
44019,Consumer Discretionary,1089.491,68.866,-1.5097741,0.005259175,
44018,Consumer Discretionary,1108.598,78.513,1.7537547,0.023076633,
44014,Consumer Discretionary,1074.074,74.715,-3.1142037,0.034421664,
44013,Consumer Discretionary,1069.877,76.884,-0.3907552,0.019257689,
