Date,Sector,Price,Volume,%Change,Volatility
43692,Consumer Staples,611.74,38.274,-0.011121529,0.001296062
43691,Consumer Staples,602.63,49.264,-0.014891948,0.002666089
43690,Consumer Staples,612.34,37.387,0.016112706,0.021923601
43689,Consumer Staples,605.12,24.763,-0.011790835,0.019730783
43686,Consumer Staples,609.05,33.194,0.00649458,0.012929741
43685,Consumer Staples,612.59,49.414,0.005812331,0.000482423
43684,Consumer Staples,605.27,48.461,-0.011949265,0.012559344
43683,Consumer Staples,598.32,46.676,-0.011482479,0.000330067
43682,Consumer Staples,592.59,58.805,-0.009576815,0.001347508
43679,Consumer Staples,608.99,38.671,0.027675121,0.026341097
43678,Consumer Staples,608.27,47.943,-0.001182285,0.020405268
43677,Consumer Staples,611.23,56.239,0.00486626,0.004276968
43676,Consumer Staples,623.64,27.031,0.020303323,0.010915652
43675,Consumer Staples,622.5,25.826,-0.001827978,0.015649193
43672,Consumer Staples,620.94,28.156,-0.002506024,0.000479451
43671,Consumer Staples,613.65,30.259,-0.011740265,0.006529594
43670,Consumer Staples,613.89,34.108,0.000391102,0.008578172
43669,Consumer Staples,617.82,35.468,0.006401798,0.004250204
43668,Consumer Staples,613.96,28.525,-0.006247774,0.008944599
43665,Consumer Staples,617.25,35.868,0.005358655,0.008206985
43664,Consumer Staples,621.45,30.519,0.006804374,0.001022278
43663,Consumer Staples,616.39,29.482,-0.008142248,0.010568858
43662,Consumer Staples,617.2,27.293,0.001314103,0.00668665
43661,Consumer Staples,617.13,28.818,-0.000113415,0.001009408
43658,Consumer Staples,615.88,27.936,-0.002025505,0.001352052
43657,Consumer Staples,613.83,28.904,-0.003328571,0.000921406
43656,Consumer Staples,612.31,29.318,-0.002476256,0.000602678
43655,Consumer Staples,607.84,31.406,-0.007300224,0.003411061
43654,Consumer Staples,611.41,27.886,0.005873256,0.009315057
43651,Consumer Staples,610.37,26.335,-0.001700986,0.005355798
43649,Consumer Staples,613.4,25.695,0.004964202,0.004713
43648,Consumer Staples,605.19,30.281,-0.013384415,0.012974431
43647,Consumer Staples,600.1,35.909,-0.008410582,0.003517031
43644,Consumer Staples,597.34,74.988,-0.004599233,0.00269503
43643,Consumer Staples,596.93,35.995,-0.000686376,0.002766808
43642,Consumer Staples,596.4,43.637,-0.000887876,0.000142482
43641,Consumer Staples,604.77,35.985,0.014034205,0.010551505
43640,Consumer Staples,605.09,35.807,0.000529127,0.009549533
43637,Consumer Staples,603.48,120.854,-0.002660761,0.002255591
43636,Consumer Staples,605.44,37.954,0.003247829,0.004178004
43635,Consumer Staples,600.58,34.515,-0.00802722,0.007972664
43634,Consumer Staples,598.13,34.812,-0.00407939,0.002791537
43633,Consumer Staples,601.58,31.926,0.005767977,0.00696314
43630,Consumer Staples,602.85,33.608,0.002111107,0.002585797
43629,Consumer Staples,602.65,28.016,-0.000331757,0.001727366
43628,Consumer Staples,602.01,29.371,-0.001061976,0.000516343
43627,Consumer Staples,601.76,30.399,-0.000415275,0.000457287
43626,Consumer Staples,599.32,30.843,-0.004054773,0.002573513
43623,Consumer Staples,599.31,34.69,-0.0000166856,0.002855359
43622,Consumer Staples,593.26,35.178,-0.010094943,0.007126404
43621,Consumer Staples,588.49,40.441,-0.00804032,0.001452838
43620,Consumer Staples,581.98,36.862,-0.01106221,0.002136799
43619,Consumer Staples,577.48,39.365,-0.007732224,0.002354655
43616,Consumer Staples,569.93,41.598,-0.013074046,0.003777238
43615,Consumer Staples,578.06,28.19,0.01426491,0.019331561
43614,Consumer Staples,576.17,41.191,-0.003269557,0.01239874
43613,Consumer Staples,580.27,90.345,0.007115955,0.007343666
43609,Consumer Staples,590.84,25.081,0.018215658,0.007848675
43608,Consumer Staples,593.21,35.569,0.004011238,0.010044042
43607,Consumer Staples,593.6,30.328,0.00065744,0.002371493
43606,Consumer Staples,590.35,33.171,-0.005475067,0.004336338
43605,Consumer Staples,592.18,35.316,0.003099856,0.006063386
43602,Consumer Staples,593.5,42.217,0.002229052,0.000615751
43601,Consumer Staples,594.62,38.653,0.00188711,0.000241789
43600,Consumer Staples,590.2,31.56,-0.007433319,0.006590539
43599,Consumer Staples,585.54,38.142,-0.007895629,0.000326902
43598,Consumer Staples,583.37,38.4,-0.003705981,0.002962528
43595,Consumer Staples,588.24,48.194,0.008348047,0.008523485
43594,Consumer Staples,581.44,34.546,-0.011559908,0.014077049
43593,Consumer Staples,582.69,38.244,0.002149835,0.009694252
43592,Consumer Staples,583.58,41.179,0.001527399,0.000440129
43591,Consumer Staples,589.48,37.866,0.010110011,0.006068823
43588,Consumer Staples,590.44,37.368,0.001628554,0.005997296
43587,Consumer Staples,586.12,34.994,-0.007316577,0.006325163
43586,Consumer Staples,586.68,46.5,0.000955436,0.005849197
43585,Consumer Staples,593.64,59.069,0.011863367,0.007713072
43584,Consumer Staples,586.44,42.619,-0.012128563,0.016964856
43581,Consumer Staples,585.93,35.472,-0.000869654,0.007961251
43580,Consumer Staples,580.6,31.119,-0.00909665,0.005817364
43579,Consumer Staples,584.96,37.041,0.007509473,0.011742302
43578,Consumer Staples,584.46,37.787,-0.000854759,0.005914405
43577,Consumer Staples,585.13,29.622,0.001146357,0.001415003
43573,Consumer Staples,585.35,43.348,0.000375985,0.000544736
43572,Consumer Staples,585.56,32.805,0.00035876,0.00001218
43571,Consumer Staples,583.44,29.555,-0.003620466,0.002813737
43570,Consumer Staples,583.78,31.577,0.000582751,0.002972123
43567,Consumer Staples,579.79,31.13,-0.006834767,0.005244977
43566,Consumer Staples,578.16,34.486,-0.002811363,0.002844976
43565,Consumer Staples,577.51,31.89,-0.001124256,0.001192964
43564,Consumer Staples,575.66,32.408,-0.003203408,0.001470182
43563,Consumer Staples,576.53,33.37,0.001511309,0.003333808
43560,Consumer Staples,574.07,33.811,-0.004266907,0.004085816
43559,Consumer Staples,572.51,34.081,-0.002717439,0.00109564
43558,Consumer Staples,570.42,46.226,-0.003650591,0.000659839
43557,Consumer Staples,574.01,41.506,0.006293608,0.007031611
43556,Consumer Staples,578.9,39.463,0.008519015,0.0015736
43553,Consumer Staples,580.11,52.499,0.002090171,0.004545879
43552,Consumer Staples,576.14,37.789,-0.00684353,0.00631708
43551,Consumer Staples,573.72,39.729,-0.004200368,0.001868998
43550,Consumer Staples,576.02,38.732,0.004008924,0.005804846
43549,Consumer Staples,571.15,36.543,-0.008454568,0.00881302
43546,Consumer Staples,571.22,45.883,0.00012256,0.006064945
43545,Consumer Staples,572.56,44.717,0.002345856,0.001572108
43544,Consumer Staples,565.82,50.032,-0.011771692,0.009982614
43543,Consumer Staples,567.99,48.032,0.003835142,0.011035698
43542,Consumer Staples,568.68,44.872,0.00121481,0.001852854
43539,Consumer Staples,567.16,160.824,-0.002672856,0.002748995
43538,Consumer Staples,564.34,41.667,-0.004972142,0.00162584
43537,Consumer Staples,565.93,39.556,0.00281745,0.005508074
43536,Consumer Staples,561.99,41.737,-0.006961992,0.00691511
43535,Consumer Staples,562.12,40.314,0.000231321,0.00508644
43532,Consumer Staples,554.75,38.467,-0.013111079,0.009434502
43531,Consumer Staples,554.07,48.01,-0.001225777,0.008404178
43530,Consumer Staples,557.19,36.403,0.005631057,0.004848514
43529,Consumer Staples,557.73,41.668,0.000969149,0.003296467
43528,Consumer Staples,557.96,44.318,0.000412386,0.000393691
43525,Consumer Staples,558.61,46.043,0.001164958,0.000532149
43524,Consumer Staples,559.56,61.385,0.00170065,0.000378791
43523,Consumer Staples,557.75,44.277,-0.003234684,0.003489808
43522,Consumer Staples,558.24,46.028,0.00087853,0.002908482
43521,Consumer Staples,558,51.43,-0.000429923,0.000925216
43518,Consumer Staples,560.87,72.213,0.005143369,0.003940912
43517,Consumer Staples,562.47,34.891,0.002852711,0.00161974
43516,Consumer Staples,560.9,46.132,-0.00279126,0.00399089
43515,Consumer Staples,561.32,44.549,0.000748797,0.002503198
43511,Consumer Staples,558.54,57.566,-0.004952612,0.004031504
43510,Consumer Staples,553.24,46.583,-0.009489025,0.003207729
43509,Consumer Staples,560.05,40.274,0.012309305,0.015413747
43508,Consumer Staples,558.65,44.893,-0.002499777,0.010471602
43507,Consumer Staples,553.8,39.35,-0.008681643,0.00437124
43504,Consumer Staples,552.62,40.334,-0.002130733,0.004632193
43503,Consumer Staples,549.64,39.405,-0.005392494,0.002306413
43502,Consumer Staples,550.05,33.318,0.000745943,0.00434053
43501,Consumer Staples,549.7,46.362,-0.000636306,0.000977397
43500,Consumer Staples,549.8,40.894,0.000181917,0.000578571
43497,Consumer Staples,546.48,47.96,-0.006038559,0.004398541
43496,Consumer Staples,547.94,83.192,0.002671644,0.006159044
43495,Consumer Staples,538.15,38.289,-0.01786692,0.014522958
43494,Consumer Staples,534.21,34.096,-0.007321379,0.007456824
43493,Consumer Staples,533.33,35.345,-0.001647292,0.004012185
43490,Consumer Staples,530.87,38.465,-0.004612529,0.002096739
43489,Consumer Staples,532.15,46.213,0.002411136,0.004966481
43488,Consumer Staples,539.17,40.527,0.013191769,0.007623059
43487,Consumer Staples,532.94,50.444,-0.011554797,0.017498465
43483,Consumer Staples,538.36,50.541,0.01017,0.015361752
43482,Consumer Staples,531.94,34.513,-0.011925106,0.015623599
43481,Consumer Staples,529.85,38.002,-0.003929015,0.00565409
43480,Consumer Staples,532.71,35.134,0.005397754,0.006595021
43479,Consumer Staples,527.67,45.345,-0.009461058,0.010506767
43476,Consumer Staples,530.26,38.702,0.004908371,0.01016072
43475,Consumer Staples,528.66,50.389,-0.003017388,0.005604358
43474,Consumer Staples,525.46,46.53,-0.00605304,0.00214653
43473,Consumer Staples,530.59,46.993,0.009762874,0.01118354
43472,Consumer Staples,525.52,45.897,-0.009555401,0.013660083
43469,Consumer Staples,526.98,54.394,0.002778201,0.008721173
43468,Consumer Staples,515.9,48.848,-0.021025466,0.016831734
43467,Consumer Staples,519.68,44.645,0.007327001,0.020048222
43465,Consumer Staples,521.88,44.221,0.004233374,0.002187525
43462,Consumer Staples,519.79,41.02,-0.004004752,0.005825235
43461,Consumer Staples,520.08,52.404,0.000557918,0.003226295
43460,Consumer Staples,514.82,50.728,-0.010113829,0.007546064
43458,Consumer Staples,500.59,34.599,-0.027640729,0.01239339
43455,Consumer Staples,515.96,175.854,0.03070377,0.04125579
43454,Consumer Staples,521.66,73.465,0.011047368,0.013899175
43453,Consumer Staples,530.92,57.65,0.017751026,0.004740202
43452,Consumer Staples,536.55,52.627,0.010604234,0.005053545
43451,Consumer Staples,542.9,57.135,0.011834871,0.000870192
43448,Consumer Staples,555.59,50.588,0.02337447,0.008159729
43447,Consumer Staples,566.43,42.72,0.01951079,0.002732034
43446,Consumer Staples,562.56,45.491,-0.006832265,0.018627353
43445,Consumer Staples,563.47,36.667,0.001617605,0.005974961
43444,Consumer Staples,558.74,40.718,-0.008394413,0.007079566
43441,Consumer Staples,558.64,44.736,-0.000178974,0.005809193
43440,Consumer Staples,565.95,58.818,0.01308535,0.009379294
43438,Consumer Staples,566.51,58.392,0.000989487,0.008553067
43437,Consumer Staples,575.92,47.45,0.016610475,0.011045707
43434,Consumer Staples,576.42,87.849,0.000868176,0.011131486
43433,Consumer Staples,571.54,34.426,-0.008466049,0.006600294
43432,Consumer Staples,571.36,40.726,-0.000314939,0.005763705
43431,Consumer Staples,565.79,35.757,-0.00974867,0.006670655
43430,Consumer Staples,560.66,36.978,-0.009066968,0.000482036
43427,Consumer Staples,560.44,16.921,-0.000392395,0.00613385
43425,Consumer Staples,558.54,37.173,-0.003390193,0.002119764
43424,Consumer Staples,563.23,45.684,0.008396892,0.008334728
43423,Consumer Staples,572.94,43.257,0.017239849,0.006252915
43420,Consumer Staples,574.05,54.669,0.001937376,0.010820482
43419,Consumer Staples,572.77,41.997,-0.002229771,0.002946618
43418,Consumer Staples,574.68,44.533,0.003334672,0.003934655
43417,Consumer Staples,578.31,40.517,0.006316559,0.002108512
43416,Consumer Staples,580.43,41.58,0.003665854,0.001874331
43413,Consumer Staples,584.21,45.578,0.006512413,0.002012821
43412,Consumer Staples,581.23,35.693,-0.005100905,0.008211856
43411,Consumer Staples,581.12,41.293,-0.000189254,0.003473062
43410,Consumer Staples,577.9,40.262,-0.005541024,0.003784273
43409,Consumer Staples,574.73,47.694,-0.005485378,0.0000393478
43406,Consumer Staples,567.86,53.375,-0.011953439,0.00457361
43405,Consumer Staples,569.41,45.984,0.002729546,0.010382438
43404,Consumer Staples,566.68,70.2,-0.004794436,0.005320259
43403,Consumer Staples,571.61,55.293,0.008699795,0.009541863
43402,Consumer Staples,560.56,49.612,-0.019331362,0.019821022
43399,Consumer Staples,554.62,52.972,-0.010596546,0.006176448
43398,Consumer Staples,564.13,52.955,0.017146875,0.019617562
43397,Consumer Staples,562.98,52.031,-0.002038537,0.013566135
43396,Consumer Staples,560.21,40.809,-0.004920246,0.002037676
43395,Consumer Staples,557.95,34.576,-0.004034201,0.000626528
43392,Consumer Staples,562.26,49.721,0.007724707,0.008314804
43391,Consumer Staples,549.54,36.041,-0.022622986,0.021459059
43390,Consumer Staples,550.82,37.065,0.002329221,0.017643874
43389,Consumer Staples,548.18,32.213,-0.004792854,0.005036068
43388,Consumer Staples,542.48,34.828,-0.010398044,0.003963468
43385,Consumer Staples,539.23,43.083,-0.005991004,0.003116248
43384,Consumer Staples,536.41,54.243,-0.005229679,0.000538338
43383,Consumer Staples,549.13,47.087,0.023713204,0.020465709
43382,Consumer Staples,556.21,36.055,0.012893122,0.007650954
43381,Consumer Staples,557.28,34.434,0.001923734,0.007756529
43378,Consumer Staples,549.89,36.413,-0.013260838,0.010737114
43377,Consumer Staples,550.83,34.682,0.001709433,0.01058558
43376,Consumer Staples,552.05,35.526,0.002214839,0.000357376
43375,Consumer Staples,557.97,30.253,0.010723666,0.006016649
43374,Consumer Staples,554.55,30.98,-0.006129362,0.01191689
43371,Consumer Staples,554.91,40.67,0.000649175,0.004793149
43370,Consumer Staples,553.69,35.19,-0.002198555,0.002013649
43369,Consumer Staples,554.78,38.069,0.001968611,0.002946631
43368,Consumer Staples,554.47,33.083,-0.00055878,0.001787135
43367,Consumer Staples,558.54,34.103,0.007340343,0.005585524
43364,Consumer Staples,567.05,121.567,0.015236151,0.00558318
43363,Consumer Staples,565.6,33.014,-0.002557094,0.012581724
43362,Consumer Staples,559.1,28.72,-0.011492221,0.006318089
43361,Consumer Staples,559.93,33.592,0.001484529,0.009175947
43360,Consumer Staples,562.39,35.18,0.004393406,0.002056887
43357,Consumer Staples,560.42,28.557,-0.003502907,0.005583537
43356,Consumer Staples,561.71,31.847,0.002301845,0.00410458
43355,Consumer Staples,563.72,38.064,0.003578359,0.000902632
43354,Consumer Staples,556.73,33.324,-0.012399773,0.011298245
43353,Consumer Staples,558.89,32.919,0.003879798,0.011511395
43350,Consumer Staples,556.93,34.709,-0.003506951,0.005223221
43349,Consumer Staples,557.96,35.058,0.001849425,0.00378753
43348,Consumer Staples,556.72,42.244,-0.002222382,0.002879202
43347,Consumer Staples,550.25,36.138,-0.011621641,0.00664628
43343,Consumer Staples,551.48,41.762,0.002235348,0.009798371
43342,Consumer Staples,551.43,24.261,-0.0000906651,0.001644739
43341,Consumer Staples,553.01,29.209,0.002865278,0.002090167
43340,Consumer Staples,552.56,29.681,-0.000813729,0.00260145
43339,Consumer Staples,554.34,26.672,0.00322137,0.002853245
43336,Consumer Staples,553.97,31.197,-0.00066746,0.002749818
43335,Consumer Staples,554.9,29.576,0.001678791,0.00165905
43334,Consumer Staples,556.09,22.101,0.002144531,0.000329327
43333,Consumer Staples,559.59,33.066,0.006293945,0.002934079
43332,Consumer Staples,563.93,30.723,0.007755678,0.001033601
43329,Consumer Staples,564.08,42.506,0.00026599,0.005296009
43328,Consumer Staples,560.31,40.072,-0.006683449,0.004913996
43327,Consumer Staples,551.91,34.267,-0.014991701,0.005874821
43326,Consumer Staples,549.51,28.327,-0.004348535,0.007525855
43325,Consumer Staples,546.01,28.107,-0.006369311,0.001428904
43322,Consumer Staples,546.42,25.769,0.000750902,0.005034751
43321,Consumer Staples,548.16,29.015,0.003184364,0.001720717
43320,Consumer Staples,550.02,26.966,0.00339317,0.000147648
43319,Consumer Staples,554.3,31.169,0.007781535,0.003103043
43318,Consumer Staples,557.46,30.846,0.005700884,0.001471243
43315,Consumer Staples,557.13,36.872,-0.000591971,0.00444972
43314,Consumer Staples,550.67,36.154,-0.011595139,0.007780415
43313,Consumer Staples,544.76,37.344,-0.010732381,0.000610063
43312,Consumer Staples,549.6,53.017,0.008884646,0.013871333
43311,Consumer Staples,547.13,32.444,-0.004494178,0.009460257
43308,Consumer Staples,547.5,31.419,0.000676256,0.003656049
43307,Consumer Staples,546.61,37.988,-0.001625571,0.001627637
43306,Consumer Staples,543.77,37.107,-0.005195661,0.002524435
43305,Consumer Staples,540.23,34.937,-0.006510105,0.000929453
43304,Consumer Staples,539.29,27.737,-0.00174,0.003372974
43301,Consumer Staples,542.14,51.849,0.005284726,0.004967231
43300,Consumer Staples,538.98,35.011,-0.005828753,0.007858416
43299,Consumer Staples,539.66,34.901,0.001261642,0.005013666
43298,Consumer Staples,543.17,33.861,0.006504095,0.003706974
43297,Consumer Staples,538.96,30.779,-0.007750796,0.01007973
43294,Consumer Staples,541.73,28.521,0.005139528,0.009114836
43293,Consumer Staples,538.35,31.815,-0.00623927,0.008046026
43292,Consumer Staples,538.92,32.746,0.001058791,0.005160509
43291,Consumer Staples,540.78,35.984,0.003451347,0.001691793
43290,Consumer Staples,534.07,33.096,-0.012408003,0.011214254
43287,Consumer Staples,536.62,37.461,0.004774655,0.012149974
43286,Consumer Staples,534.97,43.188,-0.003074802,0.005550404
43284,Consumer Staples,527.29,25.289,-0.014355945,0.007976973
43283,Consumer Staples,526.29,36.733,-0.00189649,0.008810166
43280,Consumer Staples,529.08,61.908,0.00530126,0.005089577
43279,Consumer Staples,529.85,46.647,0.001455356,0.002719464
43278,Consumer Staples,528.97,44.585,-0.001660847,0.002203489
43277,Consumer Staples,530.37,41.955,0.002646653,0.003045863
43276,Consumer Staples,532.75,52.738,0.004487433,0.001301628
43273,Consumer Staples,530.4,76.04,-0.004411075,0.006292195
43272,Consumer Staples,525.95,39.003,-0.008389894,0.00281345
43271,Consumer Staples,525.57,35.97,-0.000722502,0.005421665
43270,Consumer Staples,525,45.116,-0.001084537,0.000255997
43269,Consumer Staples,522.29,42.166,-0.005161905,0.002883135
43266,Consumer Staples,530.12,123.448,0.014991671,0.01425073
43265,Consumer Staples,523.2,40.186,-0.013053648,0.019831036
43264,Consumer Staples,523.19,43.105,-0.0000191131,0.009216808
43263,Consumer Staples,525.07,39.141,0.003593341,0.002554391
43262,Consumer Staples,524.12,38.378,-0.001809283,0.003820232
43259,Consumer Staples,520.11,39.464,-0.00765092,0.004130661
43258,Consumer Staples,513.42,39.581,-0.012862664,0.00368526
43257,Consumer Staples,510.31,39.661,-0.006057419,0.004812035
43256,Consumer Staples,509.59,40.048,-0.001410907,0.00328558
43255,Consumer Staples,512.06,31.156,0.004847034,0.004425033
43252,Consumer Staples,507.88,31.758,-0.008163106,0.009199558
43251,Consumer Staples,508.01,74.287,0.000255966,0.005953183
43250,Consumer Staples,516.33,35.667,0.01637763,0.011399738
43249,Consumer Staples,509.62,43.304,-0.012995565,0.020769986
43245,Consumer Staples,510.53,39.117,0.001785644,0.010451893
43244,Consumer Staples,509.88,32.455,-0.001273187,0.00216292
43243,Consumer Staples,510.59,36.043,0.001392485,0.001884914
43242,Consumer Staples,508.14,38.475,-0.004798371,0.004377596
43241,Consumer Staples,509.32,35.423,0.002322195,0.005035
43238,Consumer Staples,507.12,54.355,-0.004319485,0.004696377
43237,Consumer Staples,510.35,38.165,0.006369301,0.007558113
43236,Consumer Staples,508.94,36.199,-0.00276281,0.006457378
43235,Consumer Staples,505.07,44.433,-0.00760404,0.003423267
43234,Consumer Staples,507.26,36.731,0.004336033,0.008442906
43231,Consumer Staples,507.34,34.665,0.00015771,0.00295452
43230,Consumer Staples,507.9,30.649,0.001103796,0.000668984
43229,Consumer Staples,504.92,37.202,-0.005867297,0.004929307
43228,Consumer Staples,504.11,41.075,-0.001604215,0.003014454
43227,Consumer Staples,506.42,36.031,0.004582333,0.00437455
43224,Consumer Staples,509.65,38.792,0.006378105,0.001269802
43223,Consumer Staples,502.63,43.139,-0.013774159,0.014249802
43222,Consumer Staples,502.82,47.008,0.000378012,0.010007096
43221,Consumer Staples,512.69,34.205,0.019629291,0.01361271
43220,Consumer Staples,517.25,65.569,0.008894264,0.007590811
43217,Consumer Staples,520.27,31.086,0.005838569,0.002160702
43216,Consumer Staples,517.29,40.093,-0.005727795,0.008178655
43215,Consumer Staples,514.48,39.222,-0.005432156,0.000209048
43214,Consumer Staples,513.77,47.968,-0.001380034,0.002865283
43213,Consumer Staples,517.08,43.477,0.006442572,0.005531418
43210,Consumer Staples,517.88,60.815,0.001547149,0.003461586
43209,Consumer Staples,526.75,47.95,0.01712752,0.011016986
43208,Consumer Staples,543.81,33.517,0.03238728,0.01079028
43207,Consumer Staples,548.54,30.754,0.008697891,0.016750928
43206,Consumer Staples,547.29,34.605,-0.002278776,0.007761676
43203,Consumer Staples,541.5,28.693,-0.0105794,0.005869427
43202,Consumer Staples,538.81,32.474,-0.004967682,0.003968084
43201,Consumer Staples,539.84,28.313,0.00191162,0.004864401
43200,Consumer Staples,541,36.821,0.002148785,0.000167701
43199,Consumer Staples,539.21,39.262,-0.003308688,0.003859016
43196,Consumer Staples,540.22,40.152,0.001873111,0.003664085
43195,Consumer Staples,545.55,37.496,0.009866351,0.005652074
43194,Consumer Staples,543.83,48.88,-0.003152782,0.009205917
43193,Consumer Staples,535.69,48.209,-0.014967913,0.008354559
43192,Consumer Staples,528.46,48.215,-0.013496612,0.001040367
43188,Consumer Staples,541.73,45.505,0.025110699,0.027299491
43187,Consumer Staples,538.19,49.343,-0.006534621,0.02237662
43186,Consumer Staples,530.87,40.745,-0.013601145,0.004996787
43185,Consumer Staples,530.44,39.931,-0.000809991,0.009044711
43182,Consumer Staples,523.4,48.283,-0.013272001,0.008811971
43181,Consumer Staples,530.01,46.9,0.012628964,0.018314748
43180,Consumer Staples,534.29,44.954,0.008075319,0.003219913
43179,Consumer Staples,541.44,37.969,0.013382246,0.003752564
43178,Consumer Staples,543.31,45.296,0.003453753,0.007020504
43175,Consumer Staples,548.78,134.008,0.010067917,0.00467692
43174,Consumer Staples,548.73,37.859,-0.0000911112,0.007183518
43173,Consumer Staples,552.29,40.399,0.006487708,0.004651928
43172,Consumer Staples,559.37,33.185,0.012819352,0.004477149
43171,Consumer Staples,559.45,38.846,0.000143018,0.008963522
43168,Consumer Staples,560.68,37.222,0.002198588,0.001453507
43167,Consumer Staples,557.17,40.409,-0.006260255,0.005981305
43166,Consumer Staples,552.09,41.747,-0.009117505,0.00202038
43165,Consumer Staples,557.27,41.909,0.009382528,0.013081499
43164,Consumer Staples,556.78,45.7,-0.000879287,0.007256199
43161,Consumer Staples,551.55,47.051,-0.009393297,0.006020315
43160,Consumer Staples,547.07,54.41,-0.008122564,0.000898544
43159,Consumer Staples,548.98,53.166,0.003491327,0.008212261
43158,Consumer Staples,554.75,43.641,0.010510401,0.004963235
43157,Consumer Staples,562.51,39.36,0.013988283,0.002459234
43154,Consumer Staples,558.8,33.768,-0.006595438,0.014554889
43153,Consumer Staples,553.11,37.886,-0.010182534,0.00253646
43152,Consumer Staples,551.84,48.716,-0.002296107,0.005576546
43151,Consumer Staples,558.76,44.49,0.012539867,0.010490618
43147,Consumer Staples,571.63,49.628,0.023033145,0.007419868
43146,Consumer Staples,569.33,34.356,-0.004023582,0.019131995
43145,Consumer Staples,560.44,39.116,-0.015614846,0.008196261
43144,Consumer Staples,561.13,34.931,0.001231176,0.011911936
43143,Consumer Staples,558.65,47.226,-0.004419653,0.003995739
43140,Consumer Staples,552.74,59.028,-0.010579075,0.004355369
43139,Consumer Staples,551.64,54.811,-0.001990086,0.006073332
43138,Consumer Staples,564.22,47.587,0.022804728,0.017532581
43137,Consumer Staples,566.48,66.397,0.00400553,0.01329304
43136,Consumer Staples,560.72,63.513,-0.010168055,0.010022238
43133,Consumer Staples,582.45,44.382,0.038753745,0.034592937
43132,Consumer Staples,592.95,37.573,0.018027298,0.014655811
43131,Consumer Staples,595.65,58.803,0.004553504,0.009527412
43130,Consumer Staples,598.08,36.352,0.004079577,0.000335117
43129,Consumer Staples,602.18,39.539,0.00685527,0.001962712
43126,Consumer Staples,605.24,39.567,0.005081537,0.001254219
43125,Consumer Staples,601.63,35.535,-0.005964576,0.007810781
43124,Consumer Staples,601.5,38.755,-0.00021608,0.004064801
43123,Consumer Staples,600.89,33.444,-0.001014131,0.000564308
43122,Consumer Staples,602.69,35.263,0.002995557,0.002835278
43119,Consumer Staples,598.6,52.842,-0.006786242,0.006916776
43118,Consumer Staples,592,34.043,-0.011025727,0.002997769
43117,Consumer Staples,593.86,39.447,0.003141892,0.010018019
43116,Consumer Staples,587.02,42.879,-0.011517866,0.010366014
43112,Consumer Staples,584.75,39.526,-0.003866989,0.005409987
43111,Consumer Staples,584.86,30.624,0.000188115,0.002867391
43110,Consumer Staples,585.41,32.139,0.000940396,0.000531943
43109,Consumer Staples,588.02,31.893,0.004458414,0.002487614
43108,Consumer Staples,589.34,36.378,0.002244822,0.001565246
43105,Consumer Staples,588,37.98,-0.00227373,0.003195098
43104,Consumer Staples,585.34,40.062,-0.00452381,0.001591047
43103,Consumer Staples,583.83,33.724,-0.002579697,0.001374695
43102,Consumer Staples,584.18,36.855,0.00059949,0.002248025
44601,Energy,523.67,50.835,0,0
44600,Energy,521.01,47.799,-0.005079535,0.003591774
44599,Energy,532.31,57.345,0.021688643,0.01892796
44596,Energy,525.45,57.745,-0.012887227,0.024448833
44595,Energy,517.29,54.95,-0.015529546,0.001868401
44594,Energy,522.72,57.402,0.010497013,0.018403557
44593,Energy,520.75,65.752,-0.003768748,0.010087417
44592,Energy,502.93,74.472,-0.034219875,0.021532198
44589,Energy,500.72,58.106,-0.00439425,0.021089902
44588,Energy,503.75,69.118,0.006051286,0.007386109
44587,Energy,497.56,75.008,-0.012287841,0.012967721
44586,Energy,498.42,76.821,0.001728435,0.009911004
44585,Energy,479.43,80.481,-0.038100397,0.028163237
44582,Energy,476.81,77.555,-0.005464823,0.023076836
44581,Energy,486.31,57.313,0.019924079,0.017952664
44580,Energy,490.72,55.618,0.00906829,0.007676202
44579,Energy,493.97,68.211,0.006622921,0.001729137
44575,Energy,491.98,59.087,-0.004028585,0.007531752
44574,Energy,480.24,48.691,-0.023862759,0.014024879
44573,Energy,483.15,53.539,0.00605947,0.021158211
44572,Energy,482.24,60.814,-0.001883473,0.005616509
44571,Energy,466.32,62.111,-0.033012608,0.022011622
44568,Energy,467.58,53.277,0.002702007,0.025254046
44567,Energy,460.89,53.157,-0.014307712,0.012027688
44566,Energy,450.57,63.661,-0.02239146,0.005716073
44565,Energy,450.9,63.716,0.000732406,0.016351042
44564,Energy,435.83,51.767,-0.033422045,0.024150843
44561,Energy,422.74,33.418,-0.030034647,0.002395252
44560,Energy,421.68,29.207,-0.002507451,0.019464666
44559,Energy,424.55,31.393,0.006806109,0.006585682
44558,Energy,427.25,26.77,0.006359675,0.000315676
44557,Energy,427.74,30.241,0.00114687,0.00368601
44553,Energy,418.37,30.738,-0.021905831,0.016300721
44552,Energy,417.96,40.005,-0.000979994,0.014796801
44551,Energy,415.57,50.339,-0.005718251,0.003350453
44550,Energy,403.9,65.368,-0.028081912,0.015813496
44547,Energy,408.68,186.402,0.011834613,0.028225245
44546,Energy,418.06,58.098,0.022951943,0.00786114
44545,Energy,415.33,55.402,-0.006530163,0.020846997
44544,Energy,417.09,59.929,0.004237594,0.007613954
44543,Energy,418.67,51.964,0.003788151,0.000317804
